Date;Price
Apr 04, 2014;6695.55
Apr 03, 2014;6649.14
Apr 02, 2014;6659.04
Apr 01, 2014;6652.61
Mar 31, 2014;6598.37
Mar 28, 2014;6615.58
Mar 27, 2014;6588.32
Mar 26, 2014;6605.3
Mar 25, 2014;6604.89
Mar 24, 2014;6520.39
Mar 21, 2014;6557.17
Mar 20, 2014;6542.44
Mar 19, 2014;6573.13
Mar 18, 2014;6605.28
Mar 17, 2014;6568.35
Mar 14, 2014;6527.89
Mar 13, 2014;6553.78
Mar 12, 2014;6620.9
Mar 11, 2014;6685.52
Mar 10, 2014;6689.45
Mar 07, 2014;6712.67
Mar 06, 2014;6788.49
Mar 05, 2014;6775.42
Mar 04, 2014;6823.77
Mar 03, 2014;6708.35
Feb 28, 2014;6809.7
Feb 27, 2014;6810.27
Feb 26, 2014;6799.15
Feb 25, 2014;6830.5
Feb 24, 2014;6865.86
Feb 21, 2014;6838.06
Feb 20, 2014;6812.99
Feb 19, 2014;6796.71
Feb 18, 2014;6796.43
Feb 17, 2014;6736
Feb 14, 2014;6663.62
Feb 13, 2014;6659.42
Feb 12, 2014;6675.03
Feb 11, 2014;6672.66
Feb 10, 2014;6591.55
Feb 07, 2014;6571.68
Feb 06, 2014;6558.28
Feb 05, 2014;6457.89
Feb 04, 2014;6449.27
Feb 03, 2014;6465.66
Jan 31, 2014;6510.44
Jan 30, 2014;6538.45
Jan 29, 2014;6544.28
Jan 28, 2014;6572.33
Jan 27, 2014;6550.66
Jan 24, 2014;6663.74
Jan 23, 2014;6773.28
Jan 22, 2014;6826.33
Jan 21, 2014;6834.26
Jan 20, 2014;6836.73
Jan 17, 2014;6829.3
Jan 16, 2014;6815.42
Jan 15, 2014;6819.86
Jan 14, 2014;6766.86
Jan 13, 2014;6757.15
Jan 10, 2014;6739.94
Jan 09, 2014;6691.34
Jan 08, 2014;6721.78
Jan 07, 2014;6755.45
Jan 06, 2014;6730.73
Jan 03, 2014;6730.67
Jan 02, 2014;6717.91
Dec 31, 2013;6749.09
Dec 30, 2013;6731.27
Dec 27, 2013;6750.87
Dec 24, 2013;6694.17
Dec 23, 2013;6678.61
Dec 20, 2013;6606.58
Dec 19, 2013;6584.7
Dec 18, 2013;6492.08
Dec 17, 2013;6486.19
Dec 16, 2013;6522.2
Dec 13, 2013;6439.96
Dec 12, 2013;6445.25
Dec 11, 2013;6507.72
Dec 10, 2013;6523.31
Dec 09, 2013;6559.48
Dec 06, 2013;6551.99
Dec 05, 2013;6498.33
Dec 04, 2013;6509.97
Dec 03, 2013;6532.43
Dec 02, 2013;6595.33
Nov 29, 2013;6650.57
Nov 28, 2013;6654.47
Nov 27, 2013;6649.47
Nov 26, 2013;6636.22
Nov 25, 2013;6694.62
Nov 22, 2013;6674.3
Nov 21, 2013;6681.33
Nov 20, 2013;6681.08
Nov 19, 2013;6698.01
Nov 18, 2013;6723.46
Nov 15, 2013;6693.44
Nov 14, 2013;6666.13
Nov 13, 2013;6630
Nov 12, 2013;6726.79
Nov 11, 2013;6728.37
Nov 08, 2013;6708.42
Nov 07, 2013;6697.22
Nov 06, 2013;6741.69
Nov 05, 2013;6746.84
Nov 04, 2013;6763.62
Nov 01, 2013;6734.74
Oct 31, 2013;6731.43
Oct 30, 2013;6777.7
Oct 29, 2013;6774.73
Oct 28, 2013;6725.82
Oct 25, 2013;6721.34
Oct 24, 2013;6713.18
Oct 23, 2013;6674.48
Oct 22, 2013;6695.66
Oct 21, 2013;6654.2
Oct 18, 2013;6622.58
Oct 17, 2013;6576.16
Oct 16, 2013;6571.59
Oct 15, 2013;6549.11
Oct 14, 2013;6507.65
Oct 11, 2013;6487.19
Oct 10, 2013;6430.49
Oct 09, 2013;6337.91
Oct 08, 2013;6365.83
Oct 07, 2013;6437.28
Oct 04, 2013;6453.88
Oct 03, 2013;6449.04
Oct 02, 2013;6437.5
Oct 01, 2013;6460.01
Sep 30, 2013;6462.22
Sep 27, 2013;6512.66
Sep 26, 2013;6565.59
Sep 25, 2013;6551.53
Sep 24, 2013;6571.46
Sep 23, 2013;6557.37
Sep 20, 2013;6596.43
Sep 19, 2013;6625.39
Sep 18, 2013;6558.82
Sep 17, 2013;6570.17
Sep 16, 2013;6622.86
Sep 13, 2013;6583.8
Sep 12, 2013;6588.98
Sep 11, 2013;6588.43
Sep 10, 2013;6583.99
Sep 09, 2013;6530.74
Sep 06, 2013;6547.33
Sep 05, 2013;6532.44
Sep 04, 2013;6474.74
Sep 03, 2013;6468.41
Sep 02, 2013;6506.19
Aug 30, 2013;6412.93
Aug 29, 2013;6483.05
Aug 28, 2013;6430.06
Aug 27, 2013;6440.97
Aug 23, 2013;6492.1
Aug 22, 2013;6446.87
Aug 21, 2013;6390.84
Aug 20, 2013;6453.46
Aug 19, 2013;6465.73
Aug 16, 2013;6499.99
Aug 15, 2013;6483.34
Aug 14, 2013;6587.43
Aug 13, 2013;6611.94
Aug 12, 2013;6574.34
Aug 09, 2013;6583.39
Aug 08, 2013;6529.68
Aug 07, 2013;6511.21
Aug 06, 2013;6604.21
Aug 05, 2013;6619.58
Aug 02, 2013;6647.87
Aug 01, 2013;6681.98
Jul 31, 2013;6621.06
Jul 30, 2013;6570.95
Jul 29, 2013;6560.25
Jul 26, 2013;6554.79
Jul 25, 2013;6587.95
Jul 24, 2013;6620.43
Jul 23, 2013;6597.44
Jul 22, 2013;6623.17
Jul 19, 2013;6630.67
Jul 18, 2013;6634.36
Jul 17, 2013;6571.93
Jul 16, 2013;6556.35
Jul 15, 2013;6586.11
Jul 12, 2013;6544.94
Jul 11, 2013;6543.41
Jul 10, 2013;6504.96
Jul 09, 2013;6513.08
Jul 08, 2013;6450.07
Jul 05, 2013;6375.52
Jul 04, 2013;6421.67
Jul 03, 2013;6229.87
Jul 02, 2013;6303.94
Jul 01, 2013;6307.78
Jun 28, 2013;6215.47
Jun 27, 2013;6243.4
Jun 26, 2013;6165.48
Jun 25, 2013;6101.91
Jun 24, 2013;6029.1
Jun 21, 2013;6116.17
Jun 20, 2013;6159.51
Jun 19, 2013;6348.82
Jun 18, 2013;6374.21
Jun 17, 2013;6330.49
Jun 14, 2013;6308.26
Jun 13, 2013;6304.63
Jun 12, 2013;6299.45
Jun 11, 2013;6340.08
Jun 10, 2013;6400.45
Jun 07, 2013;6411.99
Jun 06, 2013;6336.11
Jun 05, 2013;6419.31
Jun 04, 2013;6558.58
Jun 03, 2013;6525.12
May 31, 2013;6583.09
May 30, 2013;6656.99
May 29, 2013;6627.17
May 28, 2013;6762.01
May 24, 2013;6654.34
May 23, 2013;6696.79
May 22, 2013;6840.27
May 21, 2013;6803.87
May 20, 2013;6755.63
May 17, 2013;6723.06
May 16, 2013;6687.8
May 15, 2013;6693.55
May 14, 2013;6686.06
May 13, 2013;6631.76
May 10, 2013;6624.98
May 09, 2013;6592.74
May 08, 2013;6583.48
May 07, 2013;6557.3
May 03, 2013;6521.46
May 02, 2013;6460.71
May 01, 2013;6451.29
Apr 30, 2013;6430.12
Apr 29, 2013;6458.02
Apr 26, 2013;6426.42
Apr 25, 2013;6442.59
Apr 24, 2013;6431.76
Apr 23, 2013;6406.12
Apr 22, 2013;6280.62
Apr 19, 2013;6286.59
Apr 18, 2013;6243.67
Apr 17, 2013;6244.21
Apr 16, 2013;6304.58
Apr 15, 2013;6343.6
Apr 12, 2013;6384.39
Apr 11, 2013;6416.14
Apr 10, 2013;6387.37
Apr 09, 2013;6313.21
Apr 08, 2013;6276.94
Apr 05, 2013;6249.78
Apr 04, 2013;6344.12
Apr 03, 2013;6420.28
Apr 02, 2013;6490.66
Mar 28, 2013;6411.74
Mar 27, 2013;6387.56
Mar 26, 2013;6399.37
Mar 25, 2013;6378.38
Mar 22, 2013;6392.76
Mar 21, 2013;6388.55
Mar 20, 2013;6432.7
Mar 19, 2013;6441.32
Mar 18, 2013;6457.92
Mar 15, 2013;6489.65
Mar 14, 2013;6529.41
Mar 13, 2013;6481.5
Mar 12, 2013;6510.62
Mar 11, 2013;6503.63
Mar 08, 2013;6483.58
Mar 07, 2013;6439.16
Mar 06, 2013;6427.64
Mar 05, 2013;6431.95
Mar 04, 2013;6345.63
Mar 01, 2013;6378.6
Feb 28, 2013;6360.81
Feb 27, 2013;6325.88
Feb 26, 2013;6270.44
Feb 25, 2013;6355.37
Feb 22, 2013;6335.7
Feb 21, 2013;6291.54
Feb 20, 2013;6395.37
Feb 19, 2013;6379.07
Feb 18, 2013;6318.19
Feb 15, 2013;6328.26
Feb 14, 2013;6327.36
Feb 13, 2013;6359.11
Feb 12, 2013;6338.38
Feb 11, 2013;6277.06
Feb 08, 2013;6263.93
Feb 07, 2013;6228.42
Feb 06, 2013;6295.34
Feb 05, 2013;6282.76
Feb 04, 2013;6246.84
Feb 01, 2013;6347.24
Jan 31, 2013;6276.88
Jan 30, 2013;6323.11
Jan 29, 2013;6339.19
Jan 28, 2013;6294.41
Jan 25, 2013;6284.45
Jan 24, 2013;6264.91
Jan 23, 2013;6197.64
Jan 22, 2013;6179.17
Jan 21, 2013;6180.98
Jan 18, 2013;6154.41
Jan 17, 2013;6132.36
Jan 16, 2013;6103.98
Jan 15, 2013;6117.31
Jan 14, 2013;6107.86
Jan 11, 2013;6121.58
Jan 10, 2013;6101.51
Jan 09, 2013;6098.65
Jan 08, 2013;6053.63
Jan 07, 2013;6064.58
Jan 04, 2013;6089.84
Jan 03, 2013;6047.34
Jan 02, 2013;6027.37
Dec 31, 2012;5897.81
Dec 28, 2012;5925.37
Dec 27, 2012;5954.3
Dec 24, 2012;5954.18
Dec 21, 2012;5939.99
Dec 20, 2012;5958.34
Dec 19, 2012;5961.59
Dec 18, 2012;5935.9
Dec 17, 2012;5912.15
Dec 14, 2012;5921.76
Dec 13, 2012;5929.61
Dec 12, 2012;5945.85
Dec 11, 2012;5924.97
Dec 10, 2012;5921.63
Dec 07, 2012;5914.4
Dec 06, 2012;5901.42
Dec 05, 2012;5892.08
Dec 04, 2012;5869.04
Dec 03, 2012;5871.24
Nov 30, 2012;5866.82
Nov 29, 2012;5870.3
Nov 28, 2012;5803.28
Nov 27, 2012;5799.71
Nov 26, 2012;5786.72
Nov 23, 2012;5819.14
Nov 22, 2012;5791.03
Nov 21, 2012;5752.03
Nov 20, 2012;5748.1
Nov 19, 2012;5737.66
Nov 16, 2012;5605.59
Nov 15, 2012;5677.75
Nov 14, 2012;5722.01
Nov 13, 2012;5786.25
Nov 12, 2012;5767.27
Nov 09, 2012;5769.68
Nov 08, 2012;5776.05
Nov 07, 2012;5791.63
Nov 06, 2012;5884.9
Nov 05, 2012;5839.06
Nov 02, 2012;5868.55
Nov 01, 2012;5861.92
Oct 31, 2012;5782.7
Oct 30, 2012;5849.9
Oct 29, 2012;5795.1
Oct 26, 2012;5806.71
Oct 25, 2012;5805.05
Oct 24, 2012;5804.78
Oct 23, 2012;5797.91
Oct 22, 2012;5882.91
Oct 19, 2012;5896.15
Oct 18, 2012;5917.05
Oct 17, 2012;5910.91
Oct 16, 2012;5870.54
Oct 15, 2012;5805.61
Oct 12, 2012;5793.32
Oct 11, 2012;5829.75
Oct 10, 2012;5776.71
Oct 09, 2012;5810.25
Oct 08, 2012;5841.74
Oct 05, 2012;5871.02
Oct 04, 2012;5827.78
Oct 03, 2012;5825.81
Oct 02, 2012;5809.45
Oct 01, 2012;5820.45
Sep 28, 2012;5742.07
Sep 27, 2012;5779.42
Sep 26, 2012;5768.09
Sep 25, 2012;5859.71
Sep 24, 2012;5838.84
Sep 21, 2012;5852.62
Sep 20, 2012;5854.64
Sep 19, 2012;5888.48
Sep 18, 2012;5868.16
Sep 17, 2012;5893.52
Sep 14, 2012;5915.55
Sep 13, 2012;5819.92
Sep 12, 2012;5782.08
Sep 11, 2012;5792.19
Sep 10, 2012;5793.2
Sep 07, 2012;5794.8
Sep 06, 2012;5777.34
Sep 05, 2012;5657.86
Sep 04, 2012;5672.01
Sep 03, 2012;5758.41
Aug 31, 2012;5711.48
Aug 30, 2012;5719.45
Aug 29, 2012;5743.53
Aug 28, 2012;5775.71
Aug 24, 2012;5776.6
Aug 23, 2012;5776.6
Aug 22, 2012;5774.2
Aug 21, 2012;5857.52
Aug 20, 2012;5824.37
Aug 17, 2012;5852.42
Aug 16, 2012;5834.51
Aug 15, 2012;5833.04
Aug 14, 2012;5864.78
Aug 13, 2012;5831.88
Aug 10, 2012;5847.11
Aug 09, 2012;5851.51
Aug 08, 2012;5845.92
Aug 07, 2012;5841.24
Aug 06, 2012;5808.77
Aug 03, 2012;5787.28
Aug 02, 2012;5662.3
Aug 01, 2012;5712.82
Jul 31, 2012;5635.28
Jul 30, 2012;5693.63
Jul 27, 2012;5627.21
Jul 26, 2012;5573.16
Jul 25, 2012;5498.32
Jul 24, 2012;5499.23
Jul 23, 2012;5533.87
Jul 20, 2012;5651.77
Jul 19, 2012;5714.19
Jul 18, 2012;5685.77
Jul 17, 2012;5629.09
Jul 16, 2012;5662.43
Jul 13, 2012;5666.13
Jul 12, 2012;5608.25
Jul 11, 2012;5664.48
Jul 10, 2012;5664.07
Jul 09, 2012;5627.33
Jul 06, 2012;5662.63
Jul 05, 2012;5692.63
Jul 04, 2012;5684.47
Jul 03, 2012;5687.73
Jul 02, 2012;5640.64
Jun 29, 2012;5571.15
Jun 28, 2012;5493.06
Jun 27, 2012;5523.92
Jun 26, 2012;5446.96
Jun 25, 2012;5450.65
Jun 22, 2012;5513.69
Jun 21, 2012;5566.36
Jun 20, 2012;5622.29
Jun 19, 2012;5586.31
Jun 18, 2012;5491.09
Jun 15, 2012;5478.81
Jun 14, 2012;5467.05
Jun 13, 2012;5483.81
Jun 12, 2012;5473.74
Jun 11, 2012;5432.37
Jun 08, 2012;5435.08
Jun 07, 2012;5447.79
Jun 06, 2012;5384.11
Jun 01, 2012;5260.19
May 31, 2012;5320.86
May 30, 2012;5297.28
May 29, 2012;5391.14
May 28, 2012;5356.34
May 25, 2012;5351.53
May 24, 2012;5350.05
May 23, 2012;5266.41
May 22, 2012;5403.28
May 21, 2012;5304.48
May 18, 2012;5267.62
May 17, 2012;5338.38
May 16, 2012;5405.25
May 15, 2012;5437.62
May 14, 2012;5465.52
May 11, 2012;5575.52
May 10, 2012;5543.95
May 09, 2012;5530.05
May 08, 2012;5554.55
May 04, 2012;5655.06
May 03, 2012;5766.55
May 02, 2012;5758.11
May 01, 2012;5812.23
Apr 30, 2012;5737.78
Apr 27, 2012;5777.11
Apr 26, 2012;5748.72
Apr 25, 2012;5718.89
Apr 24, 2012;5709.49
Apr 23, 2012;5665.57
Apr 20, 2012;5772.15
Apr 19, 2012;5744.55
Apr 18, 2012;5745.29
Apr 17, 2012;5766.95
Apr 16, 2012;5666.28
Apr 13, 2012;5651.79
Apr 12, 2012;5710.46
Apr 11, 2012;5634.74
Apr 10, 2012;5595.55
Apr 05, 2012;5723.67
Apr 04, 2012;5703.77
Apr 03, 2012;5838.34
Apr 02, 2012;5874.89
Mar 30, 2012;5768.45
Mar 29, 2012;5742.03
Mar 28, 2012;5808.99
Mar 27, 2012;5869.55
Mar 26, 2012;5902.7
Mar 23, 2012;5854.89
Mar 22, 2012;5845.65
Mar 21, 2012;5891.95
Mar 20, 2012;5891.41
Mar 19, 2012;5961.11
Mar 16, 2012;5965.58
Mar 15, 2012;5940.72
Mar 14, 2012;5945.43
Mar 13, 2012;5955.91
Mar 12, 2012;5892.75
Mar 09, 2012;5887.49
Mar 08, 2012;5859.73
Mar 07, 2012;5791.41
Mar 06, 2012;5765.8
Mar 05, 2012;5874.82
Mar 02, 2012;5911.13
Mar 01, 2012;5931.25
Feb 29, 2012;5871.51
Feb 28, 2012;5927.91
Feb 27, 2012;5915.55
Feb 24, 2012;5935.13
Feb 23, 2012;5937.89
Feb 22, 2012;5916.55
Feb 21, 2012;5928.2
Feb 20, 2012;5945.25
Feb 17, 2012;5905.07
Feb 16, 2012;5885.38
Feb 15, 2012;5892.16
Feb 14, 2012;5899.87
Feb 13, 2012;5905.7
Feb 10, 2012;5852.39
Feb 09, 2012;5895.47
Feb 08, 2012;5875.93
Feb 07, 2012;5890.26
Feb 06, 2012;5892.2
Feb 03, 2012;5901.07
Feb 02, 2012;5796.07
Feb 01, 2012;5790.72
Jan 31, 2012;5681.61
Jan 30, 2012;5671.09
Jan 27, 2012;5733.45
Jan 26, 2012;5795.2
Jan 25, 2012;5723
Jan 24, 2012;5751.9
Jan 23, 2012;5782.56
Jan 20, 2012;5728.55
Jan 19, 2012;5741.15
Jan 18, 2012;5702.37
Jan 17, 2012;5693.95
Jan 16, 2012;5657.44
Jan 13, 2012;5636.64
Jan 12, 2012;5662.42
Jan 11, 2012;5670.82
Jan 10, 2012;5696.7
Jan 09, 2012;5612.26
Jan 06, 2012;5649.68
Jan 05, 2012;5624.26
Jan 04, 2012;5668.45
Jan 03, 2012;5699.91
Dec 30, 2011;5572.28
Dec 29, 2011;5566.77
Dec 28, 2011;5507.4
Dec 23, 2011;5512.7
Dec 22, 2011;5456.97
Dec 21, 2011;5389.74
Dec 20, 2011;5419.6
Dec 19, 2011;5364.99
Dec 16, 2011;5387.34
Dec 15, 2011;5400.85
Dec 14, 2011;5366.8
Dec 13, 2011;5490.15
Dec 12, 2011;5427.86
Dec 09, 2011;5529.21
Dec 08, 2011;5483.77
Dec 07, 2011;5546.91
Dec 06, 2011;5568.72
Dec 05, 2011;5567.96
Dec 02, 2011;5552.29
Dec 01, 2011;5489.34
Nov 30, 2011;5505.42
Nov 29, 2011;5337
Nov 28, 2011;5312.76
Nov 25, 2011;5164.65
Nov 24, 2011;5127.57
Nov 23, 2011;5139.78
Nov 22, 2011;5206.82
Nov 21, 2011;5222.6
Nov 18, 2011;5362.94
Nov 17, 2011;5423.14
Nov 16, 2011;5509.02
Nov 15, 2011;5517.44
Nov 14, 2011;5519.04
Nov 11, 2011;5545.38
Nov 10, 2011;5444.82
Nov 09, 2011;5460.38
Nov 08, 2011;5567.34
Nov 07, 2011;5510.82
Nov 04, 2011;5527.16
Nov 03, 2011;5545.64
Nov 02, 2011;5484.1
Nov 01, 2011;5421.57
Oct 31, 2011;5544.22
Oct 28, 2011;5702.24
Oct 27, 2011;5713.82
Oct 26, 2011;5553.24
Oct 25, 2011;5525.54
Oct 24, 2011;5548.06
Oct 21, 2011;5488.65
Oct 20, 2011;5384.68
Oct 19, 2011;5450.49
Oct 18, 2011;5410.35
Oct 17, 2011;5436.7
Oct 14, 2011;5466.36
Oct 13, 2011;5403.38
Oct 12, 2011;5441.8
Oct 11, 2011;5395.7
Oct 10, 2011;5399
Oct 07, 2011;5303.4
Oct 06, 2011;5291.26
Oct 05, 2011;5102.17
Oct 04, 2011;4944.44
Oct 03, 2011;5075.5
Sep 30, 2011;5128.48
Sep 29, 2011;5196.84
Sep 28, 2011;5217.63
Sep 27, 2011;5294.05
Sep 26, 2011;5089.37
Sep 23, 2011;5066.81
Sep 22, 2011;5041.61
Sep 21, 2011;5288.41
Sep 20, 2011;5363.71
Sep 19, 2011;5259.56
Sep 16, 2011;5368.41
Sep 15, 2011;5337.54
Sep 14, 2011;5227.02
Sep 13, 2011;5174.25
Sep 12, 2011;5129.62
Sep 09, 2011;5214.65
Sep 08, 2011;5340.38
Sep 07, 2011;5318.59
Sep 06, 2011;5156.84
Sep 05, 2011;5102.58
Sep 02, 2011;5292.03
Sep 01, 2011;5418.65
Aug 31, 2011;5394.53
Aug 30, 2011;5268.66
Aug 26, 2011;5129.92
Aug 25, 2011;5131.1
Aug 24, 2011;5205.85
Aug 23, 2011;5129.42
Aug 22, 2011;5095.3
Aug 19, 2011;5040.76
Aug 18, 2011;5092.23
Aug 17, 2011;5331.6
Aug 16, 2011;5357.63
Aug 15, 2011;5350.58
Aug 12, 2011;5320.03
Aug 11, 2011;5168.24
Aug 10, 2011;5007.16
Aug 09, 2011;5164.92
Aug 08, 2011;5077.5
Aug 05, 2011;5068.95
Aug 04, 2011;5393.14
Aug 03, 2011;5584.51
Aug 02, 2011;5718.39
Aug 01, 2011;5774.43
Jul 29, 2011;5815.19
Jul 28, 2011;5873.21
Jul 27, 2011;5856.58
Jul 26, 2011;5929.73
Jul 25, 2011;5925.26
Jul 22, 2011;5935.02
Jul 21, 2011;5899.89
Jul 20, 2011;5853.82
Jul 19, 2011;5789.99
Jul 18, 2011;5752.81
Jul 15, 2011;5843.66
Jul 14, 2011;5846.95
Jul 13, 2011;5904.19
Jul 12, 2011;5868.96
Jul 11, 2011;5929.16
Jul 08, 2011;5990.58
Jul 07, 2011;6054.55
Jul 06, 2011;6002.92
Jul 05, 2011;6024.03
Jul 04, 2011;6017.54
Jul 01, 2011;5989.76
Jun 30, 2011;5945.71
Jun 29, 2011;5855.95
Jun 28, 2011;5766.88
Jun 27, 2011;5722.34
Jun 24, 2011;5697.72
Jun 23, 2011;5674.38
Jun 22, 2011;5772.99
Jun 21, 2011;5775.31
Jun 20, 2011;5693.39
Jun 17, 2011;5714.94
Jun 16, 2011;5698.81
Jun 15, 2011;5742.55
Jun 14, 2011;5803.13
Jun 13, 2011;5773.46
Jun 10, 2011;5769.3
Jun 09, 2011;5856.34
Jun 08, 2011;5808.89
Jun 07, 2011;5864.65
Jun 06, 2011;5863.16
Jun 03, 2011;5855.01
Jun 02, 2011;5847.92
Jun 01, 2011;5928.61
May 31, 2011;5989.99
May 27, 2011;5938.87
May 26, 2011;5880.99
May 25, 2011;5870.14
May 24, 2011;5858.41
May 23, 2011;5835.89
May 20, 2011;5948.49
May 19, 2011;5955.99
May 18, 2011;5923.49
May 17, 2011;5861
May 16, 2011;5923.69
May 13, 2011;5925.87
May 12, 2011;5944.96
May 11, 2011;5976
May 10, 2011;6018.89
May 09, 2011;5942.69
May 06, 2011;5976.77
May 05, 2011;5919.98
May 04, 2011;5984.07
May 03, 2011;6082.88
Apr 28, 2011;6069.9
Apr 27, 2011;6068.16
Apr 26, 2011;6069.36
Apr 21, 2011;6018.3
Apr 20, 2011;6022.26
Apr 19, 2011;5896.87
Apr 18, 2011;5870.08
Apr 15, 2011;5996.01
Apr 14, 2011;5963.8
Apr 13, 2011;6010.44
Apr 12, 2011;5964.47
Apr 11, 2011;6053.44
Apr 08, 2011;6055.75
Apr 07, 2011;6007.37
Apr 06, 2011;6041.13
Apr 05, 2011;6007.06
Apr 04, 2011;6016.98
Apr 01, 2011;6009.92
Mar 31, 2011;5938.66
Mar 30, 2011;5948.3
Mar 29, 2011;5932.17
Mar 28, 2011;5904.49
Mar 25, 2011;5900.76
Mar 24, 2011;5880.87
Mar 23, 2011;5795.88
Mar 22, 2011;5762.71
Mar 21, 2011;5786.09
Mar 18, 2011;5720.8
Mar 17, 2011;5693.8
Mar 16, 2011;5598.23
Mar 15, 2011;5695.28
Mar 14, 2011;5775.24
Mar 11, 2011;5828.67
Mar 10, 2011;5845.29
Mar 09, 2011;5937.3
Mar 08, 2011;5961.82
Mar 07, 2011;5973.78
Mar 04, 2011;5990.39
Mar 03, 2011;6005.09
Mar 02, 2011;5914.89
Mar 01, 2011;5953.87
Feb 28, 2011;5994.01
Feb 25, 2011;6001.2
Feb 24, 2011;5919.98
Feb 23, 2011;5923.53
Feb 22, 2011;5996.76
Feb 21, 2011;6014.8
Feb 18, 2011;6082.99
Feb 17, 2011;6087.38
Feb 16, 2011;6085.27
Feb 15, 2011;6037.08
Feb 14, 2011;6063.56
Feb 11, 2011;6062.9
Feb 10, 2011;6020.01
Feb 09, 2011;6052.29
Feb 08, 2011;6091.33
Feb 07, 2011;6044.16
Feb 04, 2011;5997.38
Feb 03, 2011;5983.34
Feb 02, 2011;5996.56
Feb 01, 2011;5957.82
Jan 31, 2011;5862.94
Jan 28, 2011;5881.37
Jan 27, 2011;5965.08
Jan 26, 2011;5977.63
Jan 25, 2011;5917.71
Jan 24, 2011;5943.85
Jan 21, 2011;5896.25
Jan 20, 2011;5867.91
Jan 19, 2011;5976.7
Jan 18, 2011;6056.43
Jan 17, 2011;5985.7
Jan 14, 2011;5988.12
Jan 13, 2011;6023.88
Jan 12, 2011;6050.72
Jan 11, 2011;6014.03
Jan 10, 2011;5956.3
Jan 07, 2011;5984.33
Jan 06, 2011;6019.51
Jan 05, 2011;6043.86
Jan 04, 2011;6013.87
Dec 31, 2010;5899.94
Dec 30, 2010;5971.01
Dec 29, 2010;5996.36
Dec 24, 2010;6008.92
Dec 23, 2010;5996.07
Dec 22, 2010;5983.49
Dec 21, 2010;5951.8
Dec 20, 2010;5894.1
Dec 17, 2010;5871.75
Dec 16, 2010;5881.12
Dec 15, 2010;5882.18
Dec 14, 2010;5891.21
Dec 13, 2010;5860.75
Dec 10, 2010;5812.95
Dec 09, 2010;5807.96
Dec 08, 2010;5794.53
Dec 07, 2010;5808.45
Dec 06, 2010;5770.28
Dec 03, 2010;5756.66
Dec 02, 2010;5767.56
Dec 01, 2010;5642.5
Nov 30, 2010;5528.27
Nov 29, 2010;5569.73
Nov 26, 2010;5668.7
Nov 25, 2010;5698.93
Nov 24, 2010;5657.1
Nov 23, 2010;5581.28
Nov 22, 2010;5680.83
Nov 19, 2010;5732.83
Nov 18, 2010;5768.71
Nov 17, 2010;5692.56
Nov 16, 2010;5690.8
Nov 15, 2010;5820.41
Nov 12, 2010;5796.87
Nov 11, 2010;5815.23
Nov 10, 2010;5816.94
Nov 09, 2010;5875.19
Nov 08, 2010;5849.96
Nov 05, 2010;5875.35
Nov 04, 2010;5862.79
Nov 03, 2010;5748.97
Nov 02, 2010;5757.43
Nov 01, 2010;5694.62
Oct 29, 2010;5675.16
Oct 28, 2010;5677.89
Oct 27, 2010;5646.02
Oct 26, 2010;5707.3
Oct 25, 2010;5751.98
Oct 22, 2010;5741.37
Oct 21, 2010;5757.86
Oct 20, 2010;5728.93
Oct 19, 2010;5703.89
Oct 18, 2010;5742.52
Oct 15, 2010;5703.37
Oct 14, 2010;5727.21
Oct 13, 2010;5747.35
Oct 12, 2010;5661.59
Oct 11, 2010;5672.4
Oct 08, 2010;5657.61
Oct 07, 2010;5662.13
Oct 06, 2010;5681.39
Oct 05, 2010;5635.76
Oct 04, 2010;5555.97
Oct 01, 2010;5592.9
Sep 30, 2010;5548.62
Sep 29, 2010;5569.27
Sep 28, 2010;5578.44
Sep 27, 2010;5573.42
Sep 24, 2010;5598.48
Sep 23, 2010;5547.08
Sep 22, 2010;5562.02
Sep 21, 2010;5576.19
Sep 20, 2010;5602.54
Sep 17, 2010;5508.45
Sep 16, 2010;5540.14
Sep 15, 2010;5557.07
Sep 14, 2010;5567.41
Sep 13, 2010;5565.53
Sep 10, 2010;5501.64
Sep 09, 2010;5494.16
Sep 08, 2010;5429.74
Sep 07, 2010;5407.82
Sep 06, 2010;5439.19
Sep 03, 2010;5428.15
Sep 02, 2010;5371.04
Sep 01, 2010;5366.41
Aug 31, 2010;5225.22
Aug 27, 2010;5201.56
Aug 26, 2010;5155.84
Aug 25, 2010;5117.24
Aug 24, 2010;5155.95
Aug 23, 2010;5234.84
Aug 20, 2010;5195.28
Aug 19, 2010;5211.29
Aug 18, 2010;5302.87
Aug 17, 2010;5350.55
Aug 16, 2010;5276.1
Aug 13, 2010;5275.44
Aug 12, 2010;5266.06
Aug 11, 2010;5245.21
Aug 10, 2010;5376.41
Aug 09, 2010;5410.52
Aug 06, 2010;5332.39
Aug 05, 2010;5365.78
Aug 04, 2010;5386.16
Aug 03, 2010;5396.48
Aug 02, 2010;5397.11
Jul 30, 2010;5258.02
Jul 29, 2010;5313.95
Jul 27, 2010;5365.67
Jul 26, 2010;5351.12
Jul 23, 2010;5312.62
Jul 22, 2010;5313.81
Jul 21, 2010;5214.64
Jul 20, 2010;5139.46
Jul 19, 2010;5148.28
Jul 16, 2010;5158.9
Jul 15, 2010;5211.3
Jul 14, 2010;5253.5
